letter	AvantGarde-BookOblique	AvantGarde-Book	AvantGarde-DemiOblique	AvantGarde-Demi	Bookman-Demi	Bookman-Demiltalic	Bookman-LightItalic	Bookman-Light	Courier-Bold	Courier-Boldoblique	Courier-Oblique	Courier	Helvetica-BoldOblique	Helvetica-Bold	Helvetica-Narrow-BoldOblique	Helvetica-Narrow-Bold	Helvetica-Narrow-Oblique	Helvetica-Narrow	Helvetica-Oblique	Helvetica	NewCenturySchlbk-BoldItalic	NewCenturySchlbk-Bold	NewCenturySchlbk-Italic	NewCenturySchlbk-Roman	Palatino-Bold	Palatino-Boldltalic	Palatino-Italic	Palatino-Roman	Symbol	Times-Bold	Times-Boldltalic	Times-Italic	Times-Roman	ZapfChancery-MediumItalic	ZapfDingbats
t	.01271240000000000000	.01250115000000000000	.01153583333333333333	.01105958333333333333	.01703916666666666666	.01058333333333333333	.01273100000000000000	.01419158333333333333	.02196050000000000000	.01058333333333333333	.02169550000000000000	.02196050000000000000	.01249866666666666666	.01249908333333333333	.01037166666666666666	.01005416666666666666	.00889000000000000000	.00849353333333333333	.01068916666666666666	.01058333333333333333	.01502833333333333333	.01576916666666666666	.01305305000000000000	.01471083333333333333	.01228741666666666666	.01058333333333333333	.01239325000000000000	.01206500000000000000	.01631156666666666666	.01239325000000000000	.01058333333333333333	.01037166666666666666	.01037166666666666666	.01185333333333333333	.03239866666666666666
u	.02222500000000000000	.02211916666666666666	.02201333333333333333	.02185450000000000000	.02423583333333333333	.02011033333333333333	.02264833333333333333	.02498666666666666666	.02196050000000000000	.02011033333333333333	.02169550000000000000	.02196050000000000000	.02233083333333333333	.02247516666666666666	.01841500000000000000	.01830916666666666666	.01682750000000000000	.01672366666666666666	.02042583333333333333	.02011033333333333333	.02497666666666666666	.02508250000000000000	.02236933333333333333	.02268683333333333333	.02226350000000000000	.02011033333333333333	.02042700000000000000	.02211950000000000000	.02121000000000000000	.02042700000000000000	.02011033333333333333	.01836166666666666666	.01836166666666666666	.01703916666666666666	.02862333333333333333
v	.02042583333333333333	.02021416666666666666	.02063750000000000000	.02042583333333333333	.02206616666666666666	.01857333333333333333	.01953500000000000000	.01915583333333333333	.02196050000000000000	.01857333333333333333	.02185416666666666666	.02196050000000000000	.02053250000000000000	.02053283333333333333	.01682916666666666666	.01672366666666666666	.01534583333333333333	.01504858333333333333	.01857300000000000000	.01857333333333333333	.02042700000000000000	.02247516666666666666	.01905000000000000000	.02000250000000000000	.02032116666666666666	.01857333333333333333	.01836166666666666666	.02074333333333333333	.02614083333333333333	.01836166666666666666	.01857333333333333333	.01629833333333333333	.01836166666666666666	.01640416666666666666	.02846916666666666666
w	.03037416666666666666	.03016250000000000000	.02926216666666666666	.02905083333333333333	.02926250000000000000	.02658850000000000000	.03176866666666666666	.02858533333333333333	.02196050000000000000	.02658850000000000000	.02185416666666666666	.02196050000000000000	.02846916666666666666	.02846916666666666666	.02338916666666666666	.02317750000000000000	.02170900000000000000	.02160366666666666666	.02648233333333333333	.02658850000000000000	.03038566666666666666	.03249083333333333333	.02836333333333333333	.02868083333333333333	.03027983333333333333	.02658850000000000000	.02637683333333333333	.03040316666666666666	.02520033333333333333	.02637683333333333333	.02658850000000000000	.02434166666666666666	.02637683333333333333	.02508250000000000000	.01598083333333333333
x	.01788583333333333333	.01757866666666666666	.02063750000000000000	.02042583333333333333	.02206616666666666666	.01857333333333333333	.02053166666666666666	.02063750000000000000	.02196050000000000000	.01857333333333333333	.02196050000000000000	.02196050000000000000	.02063750000000000000	.02053283333333333333	.01703916666666666666	.01672366666666666666	.01534583333333333333	.01504858333333333333	.01862666666666666666	.01857333333333333333	.02106833333333333333	.02247516666666666666	.01836166666666666666	.02000250000000000000	.01825583333333333333	.01857333333333333333	.01836166666666666666	.01896683333333333333	.01823516666666666666	.01836166666666666666	.01857333333333333333	.01629833333333333333	.01836166666666666666	.01619250000000000000	.00518583333333333333
y	.01989666666666666666	.01957916666666666666	.02159000000000000000	.02117616666666666666	.02275416666666666666	.01857333333333333333	.02169550000000000000	.01992766666666666666	.02196050000000000000	.01857333333333333333	.02201333333333333333	.02196050000000000000	.02074333333333333333	.02053283333333333333	.01703916666666666666	.01672366666666666666	.01534583333333333333	.01504858333333333333	.01862666666666666666	.01857333333333333333	.01989666666666666666	.02247516666666666666	.01920833333333333333	.02000250000000000000	.02032116666666666666	.01857333333333333333	.01836166666666666666	.02042700000000000000	.02520033333333333333	.01836166666666666666	.01857333333333333333	.01629833333333333333	.01836166666666666666	.01492250000000000000	.01026583333333333333
z	.01576916666666666666	.01555750000000000000	.01703916666666666666	.01682750000000000000	.02063750000000000000	.01857333333333333333	.01894416666666666666	.01779033333333333333	.02196050000000000000	.01857333333333333333	.02169550000000000000	.02169550000000000000	.01862666666666666666	.01846750000000000000	.01524000000000000000	.01504858333333333333	.01524000000000000000	.01504858333333333333	.01852083333333333333	.01857333333333333333	.01905000000000000000	.01979083333333333333	.01706066666666666666	.01741166666666666666	.01825583333333333333	.01857333333333333333	.01629833333333333333	.01836166666666666666	.01825383333333333333	.01629833333333333333	.01857333333333333333	.01439333333333333333	.01629833333333333333	.01619250000000000000	.01524496666666666666
{	.01312333333333333333	.01292861666666666666	.01301750000000000000	.01251975000000000000	.01195916666666666666	.01262351666666666666	.01344083333333333333	.01059283333333333333	.02169550000000000000	.01262351666666666666	.02169550000000000000	.02169550000000000000	.01460500000000000000	.01449916666666666666	.01217083333333333333	.01174750000000000000	.01058333333333333333	.01016745000000000000	.01280583333333333333	.01262351666666666666	.01502833333333333333	.01418166666666666666	.01259416666666666666	.01208608333333333333	.01145108333333333333	.01262351666666666666	.01239325000000000000	.01239325000000000000	.01779033333333333333	.01454918333333333333	.01262351666666666666	.01476291666666666666	.01737700000000000000	.00955560000000000000	.01440738333333333333
|	.02434166666666666666	.02434166666666666666	.02169550000000000000	.02169550000000000000	.02169550000000000000	.00952500000000000000	.02169550000000000000	.02169550000000000000	.02169550000000000000	.00952500000000000000	.02169550000000000000	.02169550000000000000	.01058333333333333333	.01017860000000000000	.00878416666666666666	.00857250000000000000	.00814916666666666666	.00793750000000000000	.00973666666666666666	.00952500000000000000	.02201333333333333333	.02201333333333333333	.02201333333333333333	.02201333333333333333	.02201333333333333333	.00952500000000000000	.02201333333333333333	.02201333333333333333	.00730126666666666666	.00825500000000000000	.00952500000000000000	.01029188333333333333	.00756666666666666666	.01883833333333333333	.01440738333333333333
}	.01292861666666666666	.01292861666666666666	.01259416666666666666	.01251975000000000000	.01195916666666666666	.01262351666666666666	.01440325000000000000	.01059283333333333333	.02169550000000000000	.01262351666666666666	.02169550000000000000	.02169550000000000000	.01428750000000000000	.01418166666666666666	.01174750000000000000	.01174750000000000000	.01016745000000000000	.01016745000000000000	.01230601666666666666	.01262351666666666666	.01502833333333333333	.01449916666666666666	.01323991666666666666	.01208608333333333333	.01145108333333333333	.01262351666666666666	.01239325000000000000	.01239325000000000000	.01737700000000000000	.01454918333333333333	.01262351666666666666	.01476291666666666666	.01737700000000000000	.00920750000000000000	.02434750000000000000
~	.02201333333333333333	.02211916666666666666	.02169550000000000000	.02185450000000000000	.02206616666666666666	.02116666666666666666	.02169550000000000000	.02206616666666666666	.02196050000000000000	.02116666666666666666	.02169550000000000000	.02169550000000000000	.02127250000000000000	.02148416666666666666	.01746250000000000000	.01746250000000000000	.01746250000000000000	.01746250000000000000	.02116666666666666666	.02116666666666666666	.02222500000000000000	.02233083333333333333	.02222500000000000000	.02201333333333333333	.02211916666666666666	.02116666666666666666	.02222500000000000000	.02222500000000000000	.02021416666666666666	.01905000000000000000	.02116666666666666666	.01984050000000000000	.01984050000000000000	.01894416666666666666	.02434750000000000000
 	.01016000000000000000	.01016000000000000000	.01016000000000000000	.01016000000000000000	.01227666666666666666	.01016000000000000000	.01079500000000000000	.01164166666666666666	.02159000000000000000	.01016000000000000000	.02159000000000000000	.02159000000000000000	.01016000000000000000	.01016000000000000000	.00825500000000000000	.00825500000000000000	.00825500000000000000	.00825500000000000000	.01016000000000000000	.01016000000000000000	.01037166666666666666	.01037166666666666666	.01016000000000000000	.01016000000000000000	.00910166666666666666	.01016000000000000000	.00910166666666666666	.00910166666666666666	.00910166666666666666	.00910166666666666666	.01016000000000000000	.00910166666666666666	.00910166666666666666	.00804333333333333333	.01016000000000000000
